temperature_c,humidity_pct,wind_speed_kmh,rainfall_mm,tree_age_years,soil_type,growth_stage,water_need_liters
13.4,92.1,2.4,0.0,2,Clay,Vegetative,2.2
32.3,71.9,6.8,0.4,9,Loam,Flowering,4.9
33.3,72.6,4.3,0.5,23,Sandy,Vegetative,4.1
26.2,98.0,24.4,2.0,3,Loam,Flowering,2.5
10.6,64.3,5.2,2.2,21,Sandy,Flowering,0.0
21.0,63.7,0.0,1.4,21,Clay,Fruiting,2.4
36.6,67.7,5.9,1.6,22,Loam,Fruiting,8.0
8.6,36.8,7.2,8.3,7,Loam,Vegetative,0.0
25.6,47.0,3.5,3.2,8,Loam,Vegetative,0.1
19.7,45.9,21.6,2.0,6,Loam,Vegetative,4.5
33.6,66.7,14.5,1.0,12,Clay,Flowering,5.0
23.3,51.9,4.0,0.5,16,Sandy,Vegetative,3.4
30.8,57.5,2.8,0.5,4,Clay,Flowering,2.7
32.0,74.6,2.6,3.1,17,Sandy,Flowering,5.9
40.9,70.5,1.8,0.3,7,Loam,Fruiting,5.9
26.6,52.1,18.8,2.8,17,Clay,Flowering,4.1
30.6,42.9,3.6,5.7,9,Loam,Vegetative,0.6
17.6,75.4,0.9,1.2,28,Sandy,Vegetative,0.0
36.3,68.9,10.3,19.0,10,Clay,Flowering,3.6
22.7,26.1,0.7,1.2,26,Clay,Vegetative,5.3
24.1,49.4,22.2,1.5,6,Loam,Vegetative,0.9
27.8,58.0,0.4,13.7,3,Loam,Vegetative,0.0
17.1,69.0,4.1,1.4,6,Clay,Fruiting,2.1
29.6,71.4,5.0,1.6,13,Sandy,Fruiting,4.0
34.8,60.1,7.2,4.4,27,Loam,Vegetative,5.1
30.1,65.5,0.7,5.2,6,Loam,Vegetative,0.0
16.9,56.2,12.0,3.8,23,Sandy,Flowering,4.9
27.1,42.9,3.3,2.4,21,Clay,Vegetative,0.3
33.2,50.3,9.6,0.6,10,Loam,Fruiting,7.6
14.9,55.3,4.1,0.4,10,Clay,Flowering,4.8
20.5,54.4,6.3,0.1,28,Loam,Fruiting,4.6
34.1,21.1,17.4,2.7,21,Loam,Fruiting,9.3
29.9,47.8,0.0,4.5,7,Loam,Flowering,3.8
30.9,56.0,0.7,2.6,27,Loam,Vegetative,1.7
41.0,49.9,15.6,0.3,12,Clay,Flowering,5.5
31.3,50.6,26.4,0.7,3,Loam,Flowering,0.9
32.6,63.8,17.1,1.3,24,Loam,Flowering,7.8
47.0,35.6,18.8,0.3,26,Loam,Fruiting,15.7
26.5,25.7,3.1,1.6,13,Sandy,Vegetative,6.3
22.4,48.7,28.7,3.5,21,Sandy,Flowering,3.9
31.0,68.8,7.1,6.2,7,Loam,Vegetative,0.0
31.1,85.4,1.5,7.1,25,Loam,Vegetative,0.0
24.3,69.1,1.0,6.8,11,Loam,Flowering,5.7
20.8,28.6,2.3,0.3,8,Loam,Fruiting,5.7
44.2,50.8,9.9,8.6,15,Loam,Flowering,3.8
30.3,59.6,22.8,3.3,8,Loam,Vegetative,2.9
22.9,58.2,3.6,10.3,18,Loam,Vegetative,0.0
34.4,64.7,9.7,0.3,22,Clay,Flowering,4.6
27.2,38.5,4.7,0.5,12,Sandy,Flowering,10.2
26.2,56.2,0.2,12.9,23,Loam,Fruiting,1.3
31.9,62.6,1.6,3.2,13,Sandy,Flowering,3.5
19.0,69.9,1.1,4.2,29,Clay,Fruiting,0.0
30.5,40.5,7.5,5.1,8,Loam,Fruiting,2.1
41.4,48.8,0.2,0.4,21,Loam,Vegetative,5.9
31.3,10.0,3.9,0.8,16,Clay,Flowering,9.9
25.4,43.8,25.5,0.0,28,Loam,Fruiting,7.6
24.5,45.6,1.1,12.8,7,Sandy,Fruiting,0.0
25.1,36.6,1.8,1.6,6,Loam,Flowering,2.9
26.2,58.0,2.3,0.1,26,Sandy,Flowering,6.9
25.4,54.0,8.1,0.0,27,Clay,Vegetative,1.1
34.4,14.3,9.0,0.8,22,Loam,Fruiting,10.6
15.9,58.9,1.8,0.7,14,Loam,Fruiting,5.7
34.0,38.3,3.8,6.8,12,Clay,Fruiting,2.2
25.3,63.7,3.6,0.2,20,Loam,Vegetative,2.2
30.6,31.9,1.4,3.0,22,Loam,Vegetative,1.8
20.1,55.5,1.6,1.3,9,Sandy,Fruiting,0.9
37.3,49.9,18.4,0.2,1,Loam,Flowering,1.6
36.7,60.5,0.9,0.8,3,Clay,Fruiting,4.0
34.7,57.2,3.7,6.4,10,Clay,Vegetative,0.0
17.4,50.4,0.9,0.6,20,Loam,Fruiting,7.7
33.8,27.3,5.8,1.9,13,Sandy,Fruiting,11.1
30.8,28.4,9.3,6.6,18,Sandy,Vegetative,0.0
16.8,44.5,4.8,1.7,14,Clay,Vegetative,0.0
27.8,54.9,2.6,14.2,8,Sandy,Fruiting,0.0
30.6,44.1,8.5,3.3,22,Loam,Vegetative,5.9
31.9,66.3,2.3,1.8,21,Loam,Fruiting,8.0
29.2,50.0,14.4,4.9,28,Loam,Flowering,6.3
30.0,37.6,2.5,1.9,24,Loam,Flowering,5.2
38.3,50.0,2.1,1.9,12,Clay,Vegetative,3.3
36.6,59.1,21.4,2.5,21,Loam,Fruiting,6.3
7.9,60.8,22.4,1.2,11,Loam,Fruiting,2.4
25.8,88.8,2.5,2.2,26,Loam,Fruiting,3.5
26.8,43.0,20.9,4.3,18,Clay,Fruiting,3.0
15.7,53.7,22.1,4.0,25,Loam,Flowering,4.1
28.7,62.7,2.8,0.1,9,Loam,Fruiting,5.9
36.7,54.6,16.6,1.7,1,Loam,Flowering,3.3
20.4,46.0,45.0,0.7,5,Sandy,Flowering,1.6
30.4,27.1,0.2,0.8,16,Sandy,Vegetative,10.9
21.6,45.8,13.7,1.7,28,Clay,Vegetative,1.3
23.3,35.7,0.0,3.7,19,Loam,Fruiting,4.4
38.3,23.9,18.3,0.8,24,Sandy,Vegetative,10.8
24.2,40.7,1.4,0.8,14,Sandy,Fruiting,5.6
31.2,36.2,13.5,4.9,28,Clay,Fruiting,5.5
14.9,65.5,1.9,0.8,28,Loam,Flowering,4.3
41.0,65.8,3.2,1.2,7,Loam,Vegetative,3.1
32.2,38.7,3.0,1.0,26,Sandy,Fruiting,8.1
26.7,50.3,3.4,0.5,1,Clay,Vegetative,0.5
32.0,21.6,16.8,4.5,18,Clay,Fruiting,4.7
18.1,46.1,4.0,13.1,13,Loam,Flowering,2.8
36.3,62.2,5.0,0.3,9,Loam,Flowering,8.1
25.7,69.8,0.5,1.2,28,Loam,Flowering,3.9
26.6,42.2,5.0,1.1,20,Clay,Flowering,5.4
24.6,73.9,2.3,0.6,5,Loam,Vegetative,0.0
23.9,27.7,3.2,2.2,5,Clay,Vegetative,0.0
32.9,32.5,9.9,6.8,4,Loam,Flowering,0.6
29.8,67.8,2.8,0.2,9,Loam,Fruiting,8.5
32.6,85.1,3.6,6.0,2,Loam,Vegetative,0.4
27.9,63.9,8.3,1.2,8,Clay,Vegetative,5.4
31.6,54.3,3.2,6.7,23,Sandy,Vegetative,2.5
25.1,15.5,9.2,1.4,26,Sandy,Flowering,5.5
43.6,18.6,1.6,0.9,23,Loam,Vegetative,7.2
17.0,57.3,0.7,0.1,15,Loam,Fruiting,4.8
36.8,48.6,2.4,0.0,21,Clay,Vegetative,4.3
37.6,35.1,6.7,3.9,28,Sandy,Fruiting,12.7
22.0,56.2,2.0,7.0,2,Loam,Vegetative,0.0
43.6,57.1,40.8,1.8,27,Sandy,Flowering,14.9
35.0,72.0,8.7,2.7,21,Loam,Vegetative,5.0
34.8,57.5,3.5,0.1,12,Loam,Fruiting,7.6
28.2,77.1,39.9,4.8,14,Loam,Fruiting,3.6
26.5,55.1,3.7,2.0,13,Loam,Vegetative,2.4
26.5,52.9,0.1,8.1,5,Sandy,Fruiting,1.6
30.7,74.2,5.2,2.9,7,Loam,Vegetative,0.6
37.8,37.4,10.0,1.8,9,Clay,Flowering,3.5
29.3,98.0,2.7,0.0,1,Loam,Fruiting,3.7
21.6,61.8,0.9,5.8,15,Sandy,Vegetative,0.8
33.8,61.9,23.3,3.1,14,Loam,Flowering,7.7
34.4,64.5,4.4,3.0,10,Sandy,Vegetative,5.2
32.6,88.8,10.6,6.6,6,Sandy,Fruiting,6.3
33.2,69.3,15.1,0.6,29,Sandy,Flowering,10.8
26.1,26.1,6.9,5.2,20,Sandy,Fruiting,3.2
21.5,80.3,6.2,0.3,14,Sandy,Vegetative,4.5
21.9,48.9,5.5,0.2,21,Loam,Fruiting,4.4
16.6,56.9,23.1,7.0,11,Sandy,Vegetative,0.0
29.7,32.0,3.1,8.1,7,Loam,Flowering,0.0
27.4,64.5,11.5,0.4,20,Clay,Vegetative,3.0
24.9,43.3,6.5,0.9,23,Loam,Vegetative,4.7
7.3,56.8,0.9,1.3,19,Loam,Vegetative,0.3
19.3,49.9,9.9,5.9,17,Loam,Fruiting,0.0
35.8,89.7,14.7,5.4,1,Sandy,Vegetative,0.0
23.3,90.7,3.8,1.1,19,Loam,Flowering,7.7
30.5,55.8,8.1,4.4,18,Loam,Fruiting,5.0
18.3,56.2,4.6,0.1,12,Clay,Vegetative,0.7
38.1,48.3,0.2,0.8,8,Clay,Vegetative,4.9
27.0,74.9,3.8,2.2,29,Clay,Vegetative,6.1
30.0,49.1,4.4,1.9,11,Loam,Vegetative,4.4
44.3,47.4,45.0,1.6,8,Loam,Flowering,5.4
38.6,72.6,8.4,0.4,21,Clay,Fruiting,13.2
25.9,45.3,1.7,4.9,14,Clay,Vegetative,0.0
23.8,54.3,4.7,0.7,17,Loam,Vegetative,2.9
25.7,26.5,1.0,4.8,19,Clay,Flowering,0.0
31.6,67.7,17.3,4.1,11,Clay,Vegetative,0.0
27.3,89.9,17.6,1.5,5,Loam,Flowering,3.5
25.2,68.0,12.8,2.1,5,Sandy,Fruiting,0.0
38.3,81.3,2.9,1.8,28,Sandy,Vegetative,5.3
27.2,39.8,0.4,14.3,15,Loam,Flowering,2.3
44.1,59.3,3.5,1.7,13,Sandy,Fruiting,10.1
28.6,38.0,18.3,7.0,10,Loam,Fruiting,0.0
40.5,50.9,15.9,4.7,21,Loam,Fruiting,7.8
30.5,68.9,1.3,3.3,27,Clay,Fruiting,2.8
34.7,56.8,8.3,0.1,23,Clay,Flowering,5.3
22.9,29.6,4.6,1.6,16,Loam,Flowering,1.6
22.0,31.3,8.5,7.4,14,Loam,Fruiting,1.2
31.2,30.1,8.8,4.1,26,Sandy,Fruiting,8.6
34.9,63.8,0.8,6.4,25,Loam,Fruiting,1.1
28.3,92.2,4.0,1.4,12,Sandy,Vegetative,1.6
19.0,79.5,1.8,0.1,28,Loam,Fruiting,4.6
18.5,20.9,6.0,5.7,24,Clay,Vegetative,0.0
18.0,80.6,1.3,2.1,25,Loam,Vegetative,1.3
15.6,71.9,2.9,0.9,2,Loam,Vegetative,3.2
28.8,27.2,3.6,1.8,4,Loam,Vegetative,1.7
35.9,49.5,4.3,1.2,9,Clay,Fruiting,3.7
27.9,74.7,12.9,0.7,23,Loam,Vegetative,4.8
12.2,64.9,0.1,1.7,3,Loam,Fruiting,0.0
26.7,31.4,17.9,0.6,3,Sandy,Flowering,3.6
26.9,66.0,5.8,9.0,1,Loam,Vegetative,1.0
42.7,16.5,7.6,0.5,6,Sandy,Vegetative,8.9
17.8,51.0,1.1,2.7,27,Loam,Flowering,1.7
25.3,75.5,7.3,5.7,21,Loam,Fruiting,1.4
39.9,55.3,4.0,4.2,21,Sandy,Vegetative,8.8
31.1,46.0,1.2,1.5,9,Loam,Vegetative,5.8
31.9,71.0,7.8,3.9,19,Sandy,Vegetative,4.7
28.8,72.5,1.2,1.5,23,Sandy,Vegetative,4.2
30.3,78.6,1.3,1.2,16,Sandy,Vegetative,2.3
33.4,70.7,29.3,1.0,25,Sandy,Fruiting,13.4
22.3,74.5,5.8,0.5,17,Clay,Vegetative,2.8
34.1,68.2,13.1,2.3,10,Clay,Vegetative,1.6
18.4,59.8,0.6,2.8,19,Loam,Fruiting,1.7
30.3,56.6,4.1,1.8,28,Loam,Fruiting,4.2
29.3,50.7,1.0,0.8,24,Loam,Flowering,7.6
23.7,33.2,1.6,0.7,15,Clay,Flowering,5.2
27.8,37.8,11.7,0.0,18,Loam,Fruiting,8.2
23.6,49.9,3.8,3.2,29,Sandy,Vegetative,2.1
20.5,59.3,43.3,8.7,22,Loam,Vegetative,0.0
25.5,80.9,0.7,3.6,15,Clay,Fruiting,0.0
20.3,54.2,4.2,5.4,9,Sandy,Fruiting,0.0
30.3,73.1,2.5,1.0,27,Loam,Fruiting,4.8
19.9,74.4,2.2,3.0,29,Loam,Vegetative,0.0
33.0,50.8,2.0,0.0,3,Loam,Fruiting,4.9
19.7,65.7,7.3,2.4,1,Loam,Vegetative,1.6
24.0,50.6,2.0,9.2,4,Loam,Fruiting,0.0
23.6,78.8,8.4,1.5,12,Clay,Fruiting,6.3
37.3,66.4,4.0,1.5,5,Loam,Vegetative,1.5
30.3,33.6,7.8,1.9,26,Sandy,Vegetative,4.8
26.5,57.9,1.6,4.1,27,Clay,Flowering,1.3
31.5,84.7,19.3,0.4,6,Loam,Fruiting,8.3
13.2,51.7,12.8,2.9,25,Loam,Vegetative,0.4
27.7,63.1,6.6,5.3,5,Loam,Fruiting,1.0
42.0,64.8,14.0,1.6,23,Clay,Vegetative,1.8
28.9,36.3,6.1,2.3,11,Loam,Flowering,2.7
28.5,64.2,0.1,6.7,2,Sandy,Vegetative,2.2
31.8,29.9,5.8,2.7,13,Loam,Fruiting,2.2
34.3,43.7,4.0,0.4,24,Sandy,Vegetative,9.4
14.0,74.4,3.7,3.7,28,Loam,Flowering,1.0
16.2,61.4,9.8,0.7,4,Sandy,Vegetative,0.0
29.5,49.5,1.3,2.4,25,Loam,Fruiting,3.8
23.0,63.0,20.8,3.1,9,Loam,Fruiting,7.2
37.2,53.9,9.7,1.4,14,Clay,Vegetative,7.1
25.8,55.2,5.4,0.8,4,Loam,Vegetative,1.8
14.5,66.8,3.3,7.4,29,Clay,Vegetative,0.3
19.1,41.9,18.0,3.1,23,Clay,Flowering,0.3
8.8,55.7,2.8,2.2,19,Sandy,Fruiting,1.6
26.4,49.4,33.8,1.2,22,Loam,Flowering,5.0
26.7,26.5,7.3,6.7,26,Sandy,Flowering,2.2
25.0,38.4,22.5,2.6,5,Clay,Fruiting,6.3
35.6,83.2,2.6,9.9,8,Loam,Flowering,0.0
36.4,61.9,23.4,1.7,2,Sandy,Vegetative,0.0
26.8,31.2,14.9,5.2,15,Sandy,Vegetative,0.0
13.1,27.3,1.3,4.3,15,Loam,Vegetative,0.3
32.3,53.0,13.5,2.1,1,Clay,Flowering,0.0
31.9,83.1,8.4,3.1,20,Loam,Vegetative,3.0
30.2,51.6,0.2,7.7,1,Sandy,Flowering,0.0
34.9,78.5,20.6,0.7,23,Loam,Vegetative,7.0
19.8,61.3,1.6,0.0,21,Loam,Fruiting,2.6
42.1,63.5,0.5,1.7,24,Loam,Vegetative,5.4
21.3,31.0,0.6,0.5,4,Sandy,Flowering,2.5
33.2,71.9,1.1,0.7,26,Loam,Vegetative,7.9
16.2,49.0,13.8,7.8,16,Clay,Vegetative,0.3
21.5,70.5,7.5,1.6,26,Loam,Vegetative,6.0
38.6,40.3,7.4,0.5,21,Loam,Flowering,9.8
26.2,58.2,0.1,2.7,20,Loam,Fruiting,6.9
33.9,61.3,5.4,0.0,1,Loam,Vegetative,0.8
29.7,52.2,11.4,0.9,21,Loam,Fruiting,8.0
27.3,62.3,4.2,1.5,14,Sandy,Flowering,7.8
37.5,50.2,2.0,3.2,25,Sandy,Flowering,9.1
26.3,43.3,3.7,6.6,20,Clay,Flowering,1.1
15.5,83.9,10.2,0.1,3,Clay,Vegetative,0.4
22.4,73.9,0.7,1.7,26,Loam,Fruiting,3.4
31.9,41.3,1.1,0.5,2,Sandy,Fruiting,5.8
30.8,65.2,1.5,3.8,9,Sandy,Fruiting,7.5
17.0,41.6,0.8,2.3,7,Sandy,Vegetative,0.0
22.9,33.7,9.3,1.1,29,Clay,Fruiting,3.1
23.9,73.6,0.4,0.5,5,Clay,Vegetative,0.0
25.4,24.3,4.2,3.1,25,Loam,Flowering,5.1
18.4,71.7,5.5,1.4,7,Clay,Vegetative,0.0
23.6,50.5,5.9,4.1,19,Sandy,Vegetative,3.1
22.9,51.2,1.4,2.4,3,Loam,Flowering,1.7
33.4,62.4,8.9,1.2,12,Sandy,Fruiting,7.8
33.7,65.5,22.3,6.0,19,Loam,Vegetative,4.6
27.0,40.1,12.4,3.1,21,Clay,Flowering,0.1
25.3,67.9,28.7,4.1,26,Clay,Flowering,5.5
29.0,57.0,26.0,2.2,24,Sandy,Fruiting,9.4
22.3,32.4,0.9,2.7,16,Sandy,Fruiting,0.6
20.0,51.9,4.3,2.7,9,Loam,Vegetative,4.0
21.4,79.9,18.2,1.6,8,Sandy,Vegetative,4.5
23.6,85.2,0.5,1.1,29,Loam,Flowering,2.6
19.9,67.9,2.2,6.2,18,Loam,Vegetative,0.0
29.1,33.6,2.0,1.2,27,Sandy,Fruiting,5.2
33.1,63.8,0.6,0.4,13,Sandy,Fruiting,13.6
16.9,70.3,10.7,1.5,15,Sandy,Fruiting,2.1
28.2,68.1,10.4,3.0,24,Clay,Vegetative,0.0
26.5,69.1,12.7,5.1,21,Loam,Fruiting,3.3
30.4,61.5,5.2,2.4,6,Loam,Fruiting,0.7
27.9,53.7,4.9,4.2,16,Loam,Vegetative,0.0
17.8,44.0,22.3,6.5,7,Loam,Vegetative,2.0
19.2,20.8,0.7,5.0,23,Sandy,Vegetative,1.0
28.2,61.1,6.8,1.2,1,Sandy,Vegetative,0.0
35.2,58.3,6.1,5.5,24,Loam,Fruiting,4.7
12.5,65.0,24.8,5.2,27,Loam,Fruiting,0.0
30.4,30.9,22.7,0.9,1,Sandy,Vegetative,0.8
36.3,66.6,2.9,0.8,19,Loam,Flowering,5.3
26.9,92.0,26.9,6.5,3,Clay,Vegetative,0.0
31.9,56.4,5.4,3.2,11,Sandy,Vegetative,2.2
23.1,53.9,10.4,2.0,10,Sandy,Vegetative,1.4
27.2,60.6,21.4,5.2,16,Loam,Flowering,4.5
16.7,91.6,7.6,0.1,27,Sandy,Fruiting,6.1
11.6,36.6,8.6,0.4,14,Loam,Fruiting,1.3
34.6,58.7,24.8,4.7,12,Loam,Fruiting,3.8
21.1,40.6,6.0,3.0,3,Loam,Vegetative,0.0
24.8,45.2,13.0,0.1,26,Loam,Fruiting,11.2
18.3,54.1,15.5,0.2,10,Loam,Vegetative,0.9
18.1,79.3,1.7,2.5,14,Loam,Vegetative,0.3
26.8,87.4,2.1,1.0,3,Sandy,Flowering,2.6
22.9,63.1,5.2,1.4,9,Loam,Vegetative,2.0
30.6,48.2,9.2,5.3,17,Loam,Vegetative,0.2
31.2,98.0,13.6,3.6,27,Loam,Vegetative,4.2
30.2,47.3,0.4,3.1,10,Sandy,Vegetative,3.9
29.7,44.7,14.8,3.7,17,Loam,Fruiting,7.1
39.0,23.1,14.0,1.8,26,Loam,Vegetative,7.7
20.5,80.1,11.0,1.9,11,Sandy,Flowering,5.1
27.6,72.4,1.9,5.9,9,Loam,Fruiting,4.2
35.9,98.0,17.2,0.1,2,Loam,Flowering,5.5
36.9,30.0,0.4,3.4,27,Loam,Flowering,10.4
18.0,81.2,0.4,0.5,4,Sandy,Fruiting,5.1
25.8,56.3,2.9,3.2,7,Clay,Vegetative,0.0
37.5,69.5,1.0,0.2,5,Sandy,Vegetative,6.5
31.6,25.3,0.3,14.0,21,Clay,Flowering,1.4
29.4,81.4,7.9,5.0,11,Loam,Flowering,5.4
26.5,69.2,16.0,0.5,21,Sandy,Fruiting,6.1
25.3,54.3,15.0,2.6,18,Loam,Vegetative,3.6
30.0,66.6,9.7,11.7,1,Loam,Flowering,0.0
26.2,41.2,1.7,1.2,9,Loam,Fruiting,6.1
27.7,44.6,1.5,3.6,1,Loam,Fruiting,0.0
28.6,46.7,27.0,13.2,2,Loam,Vegetative,1.0
23.3,21.7,1.3,3.7,14,Loam,Vegetative,0.0
31.7,70.5,41.4,0.9,8,Clay,Fruiting,8.5
48.0,76.4,21.9,4.1,3,Sandy,Flowering,4.6
15.6,42.4,5.1,2.9,12,Loam,Vegetative,0.6
30.3,61.3,5.1,0.4,14,Loam,Vegetative,8.4
22.7,50.2,2.1,1.1,29,Loam,Fruiting,4.0
32.0,60.9,5.4,0.2,20,Loam,Flowering,7.3
28.3,43.7,0.9,0.7,12,Loam,Flowering,5.4
33.3,39.1,5.6,1.5,14,Loam,Fruiting,8.0
36.2,73.9,17.2,0.1,3,Loam,Vegetative,7.7
29.3,53.9,5.2,2.6,12,Sandy,Vegetative,3.6
35.9,91.4,1.2,0.8,17,Loam,Flowering,4.8
11.6,55.8,3.5,2.5,1,Sandy,Fruiting,3.7
39.1,38.3,10.3,3.5,27,Sandy,Vegetative,5.4
30.6,77.1,2.6,2.3,15,Sandy,Fruiting,3.2
35.5,66.4,4.8,2.6,23,Loam,Vegetative,2.1
19.5,68.1,2.2,0.6,8,Clay,Vegetative,0.0
22.2,76.4,3.8,12.6,25,Loam,Fruiting,0.0
29.0,43.2,1.5,1.1,11,Sandy,Vegetative,3.8
27.9,52.7,21.7,0.9,27,Clay,Vegetative,3.7
30.0,51.9,7.4,6.8,16,Sandy,Fruiting,6.2
35.6,31.8,5.0,4.1,19,Clay,Vegetative,3.4
15.6,50.3,31.2,0.5,6,Loam,Vegetative,3.4
34.8,79.1,16.4,0.2,29,Sandy,Fruiting,9.0
28.1,59.3,1.0,1.2,6,Loam,Vegetative,4.3
26.6,30.8,13.4,11.5,1,Loam,Fruiting,2.8
17.7,27.0,9.1,4.7,13,Loam,Vegetative,0.8
31.5,85.0,14.2,2.1,25,Sandy,Vegetative,5.3
11.1,53.4,3.3,0.0,27,Clay,Fruiting,0.1
32.5,43.3,5.1,1.3,25,Loam,Vegetative,6.7
17.6,50.1,13.7,1.1,17,Clay,Fruiting,6.9
28.4,28.4,12.2,8.8,27,Clay,Fruiting,0.8
27.2,80.6,6.6,0.1,15,Sandy,Fruiting,6.2
36.2,47.9,12.6,0.1,14,Loam,Vegetative,6.1
26.7,79.6,0.8,3.3,6,Clay,Vegetative,0.0
23.1,55.9,8.9,0.4,23,Loam,Fruiting,5.0
24.5,80.7,0.1,1.4,10,Sandy,Flowering,5.2
36.9,59.6,0.6,0.3,6,Sandy,Fruiting,8.7
31.8,70.4,0.4,0.6,11,Sandy,Fruiting,9.8
25.3,67.9,21.9,1.2,18,Clay,Vegetative,3.6
26.3,66.2,14.7,2.8,8,Loam,Vegetative,0.0
17.0,61.3,8.3,4.1,11,Loam,Flowering,0.0
30.7,50.8,6.2,2.4,10,Clay,Flowering,2.3
15.7,89.5,1.2,0.1,18,Sandy,Vegetative,2.3
33.3,38.7,1.0,1.5,21,Loam,Flowering,9.7
28.9,55.1,9.6,0.5,20,Sandy,Fruiting,12.6
44.7,55.3,13.8,0.6,5,Sandy,Vegetative,8.4
20.3,62.2,13.2,1.9,11,Sandy,Vegetative,2.7
27.3,47.3,28.0,4.0,19,Loam,Fruiting,2.7
40.6,60.7,5.1,0.7,7,Loam,Fruiting,8.5
36.3,52.0,1.3,4.6,3,Loam,Fruiting,0.0
23.1,26.5,1.0,4.1,10,Sandy,Vegetative,4.4
29.6,55.2,1.6,7.8,20,Sandy,Fruiting,0.0
28.0,35.2,26.6,5.9,20,Loam,Fruiting,5.1
30.0,23.8,0.9,2.1,4,Sandy,Fruiting,2.7
23.1,57.5,6.4,0.7,20,Clay,Vegetative,2.7
27.4,63.8,23.7,3.4,6,Clay,Vegetative,2.0
16.8,64.5,5.1,9.1,22,Loam,Flowering,2.0
28.9,65.2,1.0,6.1,17,Loam,Vegetative,0.0
31.2,20.2,9.5,1.2,4,Loam,Vegetative,4.4
26.4,30.5,1.3,10.9,11,Loam,Fruiting,0.0
16.7,90.5,17.0,0.8,24,Clay,Vegetative,2.2
34.9,36.2,0.5,2.3,13,Clay,Fruiting,7.6
30.6,66.0,5.8,1.9,20,Loam,Flowering,5.5
22.9,42.6,10.9,5.9,22,Loam,Fruiting,0.6
26.0,56.4,1.3,1.8,1,Clay,Vegetative,0.0
17.5,43.6,0.3,4.0,28,Sandy,Flowering,3.4
20.8,65.1,5.5,1.5,10,Loam,Flowering,0.7
24.2,57.5,3.9,0.6,24,Loam,Fruiting,3.6
36.6,46.9,2.3,4.8,14,Loam,Vegetative,3.3
23.5,36.1,8.8,2.2,17,Loam,Vegetative,1.6
32.5,59.8,10.0,4.9,11,Sandy,Fruiting,2.8
24.2,33.2,21.5,2.3,25,Sandy,Vegetative,6.8
29.7,62.7,33.2,1.3,4,Loam,Flowering,1.8
27.0,98.0,5.0,1.5,26,Clay,Vegetative,1.7
34.1,79.3,0.5,13.9,7,Clay,Vegetative,0.0
24.3,67.9,2.0,6.4,26,Loam,Flowering,0.0
17.0,53.5,0.3,5.8,1,Sandy,Flowering,0.0
18.3,20.1,4.3,4.4,1,Loam,Flowering,1.4
24.3,31.2,0.8,0.5,3,Loam,Flowering,2.6
19.3,78.1,21.2,3.1,16,Loam,Fruiting,4.6
30.9,40.8,0.5,2.1,8,Loam,Fruiting,3.9
24.7,42.4,12.3,2.8,18,Sandy,Vegetative,7.4
44.6,52.0,2.0,1.6,24,Loam,Vegetative,2.5
15.8,35.9,3.5,6.0,1,Loam,Vegetative,0.0
29.4,32.9,12.9,4.1,16,Loam,Fruiting,8.7
20.1,54.1,0.2,3.0,22,Clay,Vegetative,1.2
24.5,39.0,1.4,1.4,13,Loam,Fruiting,5.6
29.0,41.7,5.0,1.9,27,Clay,Flowering,4.9
11.7,40.9,7.8,2.9,20,Loam,Flowering,1.8
29.7,64.4,5.1,0.0,2,Loam,Fruiting,3.5
41.3,50.8,5.9,2.1,16,Clay,Flowering,4.3
24.8,51.8,9.5,4.0,12,Clay,Flowering,3.0
29.8,65.7,0.3,4.9,4,Clay,Vegetative,1.3
35.2,52.4,3.2,1.6,28,Clay,Flowering,8.1
26.9,50.0,4.8,1.5,7,Loam,Vegetative,6.1
23.9,63.5,9.1,11.5,3,Sandy,Fruiting,0.7
12.1,67.0,4.8,0.6,7,Loam,Vegetative,0.0
32.5,52.4,4.0,1.9,24,Clay,Vegetative,6.6
27.2,56.5,2.6,1.9,18,Loam,Vegetative,0.8
20.9,40.9,6.1,3.1,24,Loam,Flowering,3.0
28.9,39.5,1.6,2.6,14,Clay,Fruiting,3.6
23.9,68.8,0.6,2.6,4,Clay,Vegetative,0.0
24.3,63.0,17.7,1.4,12,Clay,Vegetative,3.9
32.2,63.2,7.7,4.3,6,Loam,Flowering,2.5
18.6,60.1,0.8,4.9,17,Loam,Fruiting,1.6
35.3,55.8,0.2,4.7,8,Clay,Fruiting,1.0
18.2,67.5,8.1,1.9,29,Sandy,Vegetative,1.8
23.4,71.8,12.5,2.7,11,Sandy,Flowering,2.0
41.5,71.4,5.9,0.8,10,Clay,Fruiting,7.1
35.9,53.2,0.3,2.7,29,Loam,Fruiting,6.5
28.7,80.0,1.6,2.7,16,Loam,Flowering,6.9
21.4,59.1,0.5,1.7,5,Sandy,Fruiting,2.5
24.3,66.4,11.3,10.1,14,Loam,Flowering,0.0
28.5,60.1,1.3,0.9,8,Clay,Vegetative,5.3
28.3,59.4,14.5,0.2,21,Loam,Vegetative,5.8
27.4,41.8,10.7,9.5,17,Loam,Vegetative,0.0
27.8,67.6,4.7,5.8,22,Loam,Vegetative,0.0
26.5,98.0,4.6,0.4,28,Clay,Vegetative,0.9
17.9,48.3,0.8,1.7,22,Clay,Fruiting,6.4
24.4,56.3,2.3,0.5,10,Loam,Fruiting,5.2
34.4,47.0,0.9,2.6,6,Loam,Vegetative,0.0
